TRANSACTION_NUMBER,INSTANCE_DATE,GROUP_EN,PROCEDURE_EN,IS_OFFPLAN_EN,IS_FREE_HOLD_EN,USAGE_EN,AREA_EN,PROP_TYPE_EN,PROP_SB_TYPE_EN,TRANS_VALUE,PROCEDURE_AREA,ACTUAL_AREA,ROOMS_EN,PARKING,NEAREST_METRO_EN,NEAREST_MALL_EN,NEAREST_LANDMARK_EN,TOTAL_BUYER,TOTAL_SELLER,MASTER_PROJECT_EN,PROJECT_EN
"102-102839-2024","2025-01-06 20:39:24","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","JUMEIRAH VILLAGE TRIANGLE","Unit","Flat","1663285.5","83.24","83.24","1 B/R","1","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","1","1","","VOLGA TOWER"
"102-102849-2024","2025-01-25 15:16:03","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","JUMEIRAH VILLAGE TRIANGLE","Unit","Flat","830412","51.9","51.9","1 B/R","1","Damac Properties","Marina Mall","Sports City Swimming Academy","1","1","","RED SQUARE"
"102-102850-2024","2025-01-25 15:08:32","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","JUMEIRAH VILLAGE TRIANGLE","Unit","Flat","886490","52.43","52.43","1 B/R","1","Damac Properties","Marina Mall","Sports City Swimming Academy","1","1","","RED SQUARE"
"102-102851-2024","2025-01-25 14:33:17","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","JUMEIRAH VILLAGE TRIANGLE","Unit","Flat","913421","60.58","60.58","1 B/R","1","Damac Properties","Marina Mall","Sports City Swimming Academy","1","1","","RED SQUARE"
"102-102858-2024","2025-01-25 15:30:07","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","JUMEIRAH VILLAGE TRIANGLE","Unit","Flat","603831","28.12","28.12","Studio","1","Damac Properties","Marina Mall","Sports City Swimming Academy","2","1","","RED SQUARE"
"102-102869-2024","2025-01-25 15:19:04","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","JUMEIRAH VILLAGE TRIANGLE","Unit","Flat","858107.3","52.42","52.42","1 B/R","1","Damac Properties","Marina Mall","Sports City Swimming Academy","1","1","","RED SQUARE"
"102-102871-2024","2025-01-25 15:17:27","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","JUMEIRAH VILLAGE TRIANGLE","Unit","Flat","533278","28.13","28.13","Studio","1","Damac Properties","Marina Mall","Sports City Swimming Academy","1","1","","RED SQUARE"
"102-102872-2024","2025-01-25 14:50:25","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","JUMEIRAH VILLAGE TRIANGLE","Unit","Flat","872404","51.9","51.9","1 B/R","1","Damac Properties","Marina Mall","Sports City Swimming Academy","1","1","","RED SQUARE"
"102-102875-2024","2025-01-25 15:13:20","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","JUMEIRAH VILLAGE TRIANGLE","Unit","Flat","956915","55.45","55.45","1 B/R","1","Damac Properties","Marina Mall","Sports City Swimming Academy","1","1","","RED SQUARE"
"102-102876-2024","2025-01-25 16:38:11","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","JUMEIRAH VILLAGE TRIANGLE","Unit","Flat","1002484","57.9","57.9","1 B/R","1","Damac Properties","Marina Mall","Sports City Swimming Academy","1","1","","RED SQUARE"
"102-102881-2024","2025-01-25 16:40:08","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","JUMEIRAH VILLAGE TRIANGLE","Unit","Flat","1004738","57.47","57.47","1 B/R","1","Damac Properties","Marina Mall","Sports City Swimming Academy","1","1","","RED SQUARE"
"102-102883-2024","2025-01-25 16:39:09","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","JUMEIRAH VILLAGE TRIANGLE","Unit","Flat","848891","52.43","52.43","1 B/R","1","Damac Properties","Marina Mall","Sports City Swimming Academy","1","1","","RED SQUARE"
"102-1029-2025","2025-01-08 12:08:55","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Madinat Al Mataar","Building","Villa","4041888","267.75","267.75","4 B/R","","","","","1","1","","Greenville 2"
"102-103-2025","2025-01-02 15:41:36","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Wadi Al Safa 5","Unit","Flat","2022756","125.9","125.9","2 B/R","1","","","","1","1","","Verdes by Haven 1"
"102-1030-2025","2025-01-08 12:18:22","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","BUSINESS BAY","Unit","Flat","1100000","38.38","38.38","Studio","1","Business Bay Metro Station","Dubai Mall","Downtown Dubai","1","1","","Peninsula Three"
"102-1031-2025","2025-01-08 12:01:31","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Wadi Al Safa 5","Unit","Flat","2055552","132.25","132.25","2 B/R","1","","","","1","1","","Verdes by Haven 1"
"102-1032-2025","2025-01-08 12:17:22","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI SPORTS CITY","Unit","Flat","1550000","124.68","124.68","2 B/R","1","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","1","1","","Fairway Residences By Prescott"
"102-103200-2024","2025-01-17 08:38:01","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI LAND RESIDENCE COMPLEX","Unit","Flat","1455911.07","130.83","130.83","2 B/R","1","","","IMG World Adventures","1","1","","Samana Park Meadows"
"102-103209-2024","2025-01-17 08:29:30","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI LAND RESIDENCE COMPLEX","Unit","Flat","713999","39.73","39.73","Studio","1","","","IMG World Adventures","1","1","","Samana Park Meadows"
"102-103257-2024","2025-01-09 21:03:52","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","MAJAN","Unit","Flat","1329413","117.25","117.25","2 B/R","1","","","IMG World Adventures","2","1","","Jade Tower"
"102-103259-2024","2025-01-09 21:02:49","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","MAJAN","Unit","Flat","568794","37.66","37.66","Studio","1","","","IMG World Adventures","1","1","","Jade Tower"
"102-1033-2025","2025-01-08 12:09:45","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Wadi Al Safa 5","Unit","Flat","2465600","184.26","184.26","3 B/R","2","","","","1","1","","Verdes by Haven 1"
"102-1034-2025","2025-01-08 12:13:25","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Madinat Al Mataar","Building","Villa","3891888","281.21","281.21","4 B/R","","","","","1","1","","Greenville 2"
"102-1035-2025","2025-01-08 12:16:34","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Wadi Al Safa 5","Unit","Flat","1961448","129.18","129.18","2 B/R","1","","","","1","1","","Verdes by Haven 1"
"102-1036-2025","2025-01-08 12:37:29","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Wadi Al Safa 5","Building","Villa","5000000","310.47","310.47","4 B/R","","","","","1","1","","Arabian Ranches lll - June"
"102-103689-2024","2025-01-25 14:08:08","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","JUMEIRAH VILLAGE TRIANGLE","Unit","Flat","947462.4","61.32","61.32","1 B/R","1","Damac Properties","Marina Mall","Sports City Swimming Academy","1","1","","RED SQUARE"
"102-103690-2024","2025-01-25 15:03:58","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","JUMEIRAH VILLAGE TRIANGLE","Unit","Flat","910817.5","60.58","60.58","1 B/R","1","Damac Properties","Marina Mall","Sports City Swimming Academy","1","1","","RED SQUARE"
"102-1037-2025","2025-01-08 13:22:17","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","SOBHA HEARTLAND","Unit","Flat","1650000","84.64","84.64","1 B/R","1","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","1","1","","Sobha Hartland - Crest Grande"
"102-103732-2024","2025-01-17 08:58:00","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI LAND RESIDENCE COMPLEX","Unit","Flat","729000","40.8","40.8","Studio","1","","","IMG World Adventures","1","1","","Samana Park Meadows"
"102-1038-2025","2025-01-08 12:20:46","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Madinat Al Mataar","Unit","Flat","1092888","76.85","76.85","1 B/R","1","","","","1","1","","Golf Acres"
"102-1039-2025","2025-01-08 12:28:07","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Madinat Al Mataar","Building","Villa","3516888","176.25","176.25","3 B/R","","","","","1","1","","Greenville 2"
"102-104-2025","2025-01-02 15:42:08","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Bukadra","Unit","Flat","1795378","69.21","69.21","1 B/R","1","","","","2","1","","SKYSCAPE"
"102-1040-2025","2025-01-08 12:30:28","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Al Yufrah 1","Building","Villa","3407888","275.33","275.33","4 B/R","","","","","1","1","","The Valley - Velora 2"
"102-1041-2025","2025-01-08 13:45:58","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","BURJ KHALIFA","Unit","Flat","3400000","106.3","106.3","2 B/R","1","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","1","1","","City Center Residences"
"102-1042-2025","2025-01-08 12:20:31","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Bukadra","Unit","Flat","2906976","110.91","110.91","2 B/R","1","","","","2","1","","320 Riverside Crescent"
"102-1043-2025","2025-01-08 12:36:12","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Hadaeq Sheikh Mohammed Bin Rashid","Unit","Flat","2870888","113.5","113.5","2 B/R","1","","","","2","1","","Golf Hillside"
"102-1044-2025","2025-01-10 09:13:03","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Wadi Al Safa 4","Unit","Flat","1356000","63.68","63.68","1 B/R","1","","","","1","1","","Lacina"
"102-1045-2025","2025-01-08 12:43:53","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI MARINA","Unit","Flat","4276888","168.89","168.89","3 B/R","2","Marina Mall Metro Station","Marina Mall","Burj Al Arab","1","1","","Marina Cove"
"102-1046-2025","2025-01-08 12:45:07","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Hadaeq Sheikh Mohammed Bin Rashid","Unit","Flat","3757888","144.12","144.12","3 B/R","2","","","","2","1","","Club Place"
"102-104627-2024","2025-01-17 08:33:39","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","1727250.8","115.03","115.03","2 B/R","1","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","1","1","","Violet Tower"
"102-104644-2024","2025-01-21 15:51:51","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Wadi Al Safa 4","Unit","Flat","1277000","67.81","67.81","1 B/R","1","","","","1","1","","Serra"
"102-104646-2024","2025-01-03 08:54:01","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","BURJ KHALIFA","Unit","Flat","4318888","124.03","124.03","2 B/R","1","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Burj Khalifa","1","1","","The St. Regis Residences, Downtown Dubai"
"102-104652-2024","2025-01-17 08:28:36","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","1147244.01","75.93","75.93","1 B/R","1","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","1","1","","Violet Tower"
"102-1047-2025","2025-01-08 16:07:30","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI SPORTS CITY","Unit","Flat","1615950","114.55","114.55","2 B/R","1","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","1","1","","Samana Golf Views"
"102-104717-2024","2025-01-14 13:03:04","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","ARJAN","Unit","Flat","1648888","112.12","112.12","2 B/R","1","Sharaf Dg Metro Station","Mall of the Emirates","Motor City","1","1","","The central downtown "
"102-1048-2025","2025-01-08 13:30:15","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI STUDIO CITY","Unit","Flat","750000","55.19","55.19","1 B/R","1","Dubai Internet City","","Motor City","1","1","","Azizi Mirage 1"
"102-1049-2025","2025-01-08 12:26:38","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Bukadra","Unit","Flat","2325677","84.73","84.73","2 B/R","1","","","","1","1","","310 Riverside Crescent"
"102-105-2025","2025-01-02 15:44:05","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Wadi Al Safa 5","Unit","Flat","2114334","147.27","147.27","2 B/R","1","","","","1","1","","Verdes by Haven 1"
"102-1050-2025","2025-01-08 12:46:37","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","1709769.6","122.05","122.05","2 B/R","1","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","1","1","","Manhattan 1 by SD"
"102-1051-2025","2025-01-08 12:27:33","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Wadi Al Safa 5","Building","Villa","3049000","196","196","3 B/R","","","","","1","1","","La Tilia at Villanova Phase 2"
"102-105190-2024","2025-01-02 14:24:42","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","MEYDAN AVENUE","Unit","Flat","2018354.49","107.67","107.67","1 B/R","1","Business Bay Metro Station","Dubai Mall","Downtown Dubai","1","1","","The 100"
"102-105192-2024","2025-01-02 14:21:51","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","MEYDAN AVENUE","Unit","Flat","1993289.12","107.93","107.93","1 B/R","1","Business Bay Metro Station","Dubai Mall","Downtown Dubai","1","1","","The 100"
"102-105199-2024","2025-01-17 08:21:05","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","1147244","75.93","75.93","1 B/R","1","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","1","1","","Violet Tower"
"102-1052-2025","2025-01-08 12:31:06","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Bukadra","Unit","Flat","1647321","62.98","62.98","1 B/R","1","","","","1","1","","320 Riverside Crescent"
"102-105207-2024","2025-01-13 14:10:52","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI PRODUCTION CITY","Unit","Flat","658763.28","38.79","38.79","Studio","1","Damac Properties","Marina Mall","Sports City Swimming Academy","1","1","","Samana Lake Views 2"
"102-105259-2024","2025-01-17 08:35:58","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","1076348","76.92","76.92","1 B/R","1","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","1","1","","Violet Tower"
"102-1053-2025","2025-01-08 12:31:51","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","JUMEIRAH LAKES TOWERS","Unit","Flat","1157000","38.91","38.91","Studio","1","Jumeirah Lakes Towers","Marina Mall","Sports City Swimming Academy","1","1","","Diamondz By Danube "
"102-105330-2024","2025-01-02 14:34:08","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","MEYDAN AVENUE","Unit","Flat","1856337.2","109.48","109.48","1 B/R","1","Business Bay Metro Station","Dubai Mall","Downtown Dubai","1","1","","The 100"
"102-105334-2024","2025-01-02 14:27:09","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","MEYDAN AVENUE","Unit","Flat","2047410.74","107.68","107.68","1 B/R","1","Business Bay Metro Station","Dubai Mall","Downtown Dubai","1","1","","The 100"
"102-105336-2024","2025-01-02 14:29:16","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","MEYDAN AVENUE","Unit","Flat","2047326.08","107.67","107.67","1 B/R","1","Business Bay Metro Station","Dubai Mall","Downtown Dubai","1","1","","The 100"
"102-105341-2024","2025-01-02 14:31:29","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","MEYDAN AVENUE","Unit","Flat","2018437.95","107.68","107.68","1 B/R","1","Business Bay Metro Station","Dubai Mall","Downtown Dubai","3","1","","The 100"
"102-1054-2025","2025-01-08 12:33:40","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Wadi Al Safa 5","Unit","Flat","1993290","138.44","138.44","2 B/R","1","","","","1","1","","Verdes by Haven 1"
"102-1055-2025","2025-01-08 12:34:11","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Bukadra","Unit","Flat","1626690","70.29","70.29","1 B/R","1","","","","1","1","","320 Riverside Crescent"
"102-1056-2025","2025-01-08 12:37:53","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Wadi Al Safa 5","Building","Villa","4052000","299.22","299.22","4 B/R","","","","","1","1","","La Tilia at Villanova Phase 2"
"102-1057-2025","2025-01-08 12:39:51","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Wadi Al Safa 5","Unit","Flat","1899586","141.82","141.82","2 B/R","1","","","","1","1","","Verdes by Haven 1"
"102-105715-2024","2025-01-14 21:07:32","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","MAJAN","Unit","Flat","733405","38.74","38.74","Studio","1","","","","1","1","","Samana Barari Views 2"
"102-1058-2025","2025-01-08 12:40:41","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Bukadra","Unit","Flat","1688453","64.42","64.42","1 B/R","1","","","","1","1","","340 Riverside Crescent"
"102-1059-2025","2025-01-08 12:42:47","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Wadi Al Safa 5","Unit","Flat","3394913","220.67","220.67","2 B/R","2","","","","1","1","","Verdes by Haven 1"
"102-106-2025","2025-01-02 15:46:10","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Wadi Al Safa 5","Unit","Flat","1932069","131.2","131.2","2 B/R","1","","","","1","1","","Verdes by Haven 1"
"102-1060-2025","2025-01-08 12:44:47","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Bukadra","Unit","Flat","1808063","78.31","78.31","1 B/R","1","","","","1","1","","350 Riverside Crescent"
"102-106042-2024","2025-01-17 08:23:20","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","1665698.64","112.53","112.53","2 B/R","1","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","1","1","","Violet Tower"
"102-106096-2024","2025-01-16 13:06:38","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI PRODUCTION CITY","Unit","Flat","1771000","159.55","159.55","2 B/R","1","Damac Properties","Marina Mall","Sports City Swimming Academy","1","1","","Samana Lake Views"
"102-1061-2025","2025-01-08 12:46:53","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Wadi Al Safa 5","Building","Villa","3337000","282.02","282.02","4 B/R","","","","","1","1","","La Tilia at Villanova Phase 1"
